Date,Description,Category,Amount,Type,Notes,Merchant,Payment Method,Balance After Transaction,Currency,Transaction ID,Account Type,Transaction Type,Location,User ID,Transaction Rating,Time,Transaction Status
2021-09-24,Spotify Subscription,Entertainment,10.722772250679531,Credit,Music streaming,Spotify,Cash,194.26,USD,TXN26930062,Savings,Recurring,Lauramouth,1020,4,00:49:55,Refunded
2022-12-03,Lyft Ride,Transport,697.08,Debit,Commute fare,Lyft,Debit Card,9700.44,USD,TXN27929904,Checking,In-Store,Masseyshire,1053,5,04:41:21,Pending
2020-03-13,Uber Ride,Transport,740.4,Credit,Ride fare,Uber,Credit Card,2559.98,USD,TXN98671656,Checking,Online,Jasmineside,1002,4,01:11:22,Completed
2021-07-03,McDonald's Meal,Food & Dining,69.17,Debit,Lunch at McDonald's,McDonalds,Debit Card,334.33,USD,TXN64158836,Credit,One-Time,Lake Brittany,1006,1,13:28:09,Completed
2022-05-28,Spotify Subscription,Entertainment,214.79,Debit,Music streaming,Spotify,Credit Card,3077.46,USD,TXN65009504,Savings,In-Store,Cabreraville,1034,5,07:18:01,Completed
2020-01-12,Spotify Subscription,Entertainment,281.93,Credit,Music streaming,Spotify,Cash,9952.68,USD,TXN49772420,Credit,In-Store,West Chloefort,1034,1,15:58:49,Refunded
2020-02-25,Spotify Subscription,Entertainment,930.28,Debit,Music streaming,Spotify,Credit Card,9031.42,USD,TXN93012945,Credit,One-Time,New Laurenside,1062,5,01:56:26,Completed
2022-01-27,Uber Ride,Transport,688.56,Debit,Ride fare,Uber,Bank Transfer,6086.04,USD,TXN27655249,Checking,In-Store,Barbaraport,1038,5,00:52:33,Completed
2020-05-17,Groceries at Walmart,Groceries,372.09,Debit,Monthly rent,,Debit Card,7353.03,USD,TXN39944541,Credit,In-Store,,1023,2,07:23:34,Completed
2022-08-05,Netflix Subscription,Entertainment,940.3,Debit,Movie night,Netflix,Bank Transfer,985.98,USD,TXN49973389,Credit,One-Time,Ramoshaven,1027,5,03:27:16,Completed
2020-01-27,McDonald's Meal,Food & Dining,18.348954856113256,Debit,Lunch at McDonald's,McDonalds,Debit Card,1864.49,USD,TXN61485011,Credit,Recurring,West Ryanborough,1035,4,10:23:43,Completed
2021-06-06,Netflix Subscription,Entertainment,759.21,Debit,Movie night,Netflix,Cash,4712.29,USD,TXN68640366,Credit,In-Store,Aimeebury,1077,2,13:35:01,Pending
2020-01-23,Uber Ride,Transport,970.52,Debit,Ride fare,Uber,Bank Transfer,8973.43,USD,TXN28296892,Savings,Recurring,New Ronaldville,1019,1,07:08:50,Completed
2022-09-11,Amazon Purchase,Shopping,381.24,Debit,Online shopping,Amazon,Cash,8342.58,USD,TXN46103368,Savings,In-Store,South Christopherville,1029,1,19:13:27,Completed
2021-07-27,Spotify Subscription,Entertainment,612.55,Debit,Music streaming,Spotify,Debit Card,9980.96,USD,TXN14944257,Savings,Recurring,East Sallybury,1076,2,07:28:19,Completed
2020-08-18,Groceries at Walmart,Groceries,922.45,Debit,Grocery shopping,Walmart,Bank Transfer,6753.43,USD,TXN76790203,Savings,One-Time,East Lori,1071,3,23:36:14,Completed
2021-11-09,Netflix Subscription,Entertainment,725.33,Debit,Movie night,Netflix,Mobile Payment,8528.16,USD,TXN52102642,Savings,One-Time,,1092,5,17:38:04,Completed
2022-02-03,Uber Ride,Transport,906.96,Credit,Ride fare,Uber,Mobile Payment,7732.86,USD,TXN74004048,Credit,Online,Michaelburgh,1036,1,18:56:06,Pending
2020-09-01,Lyft Ride,Transport,827.74,Credit,Commute fare,Lyft,Cash,9822.4,USD,TXN68763120,Credit,In-Store,Michaelburgh,1002,3,05:31:41,Completed
2020-09-04,Uber Ride,Transport,84.12,Debit,Ride fare,Uber,Debit Card,1068.04,USD,TXN63470263,Credit,In-Store,,1010,4,16:17:26,Completed
2022-09-05,McDonald's Meal,Food & Dining,19.87748347278469,Credit,Lunch at McDonald's,McDonalds,Debit Card,7756.61,USD,TXN56822004,Checking,Recurring,Meganbury,1063,2,09:30:51,Refunded
2020-03-26,Spotify Subscription,Entertainment,657.72,Debit,Music streaming,Spotify,Bank Transfer,426.12,USD,TXN77090823,Checking,One-Time,Chadland,1068,5,21:37:07,Completed
2022-03-20,Groceries at Target,Groceries,384.02,Credit,Grocery shopping,Target,Bank Transfer,7288.75,USD,TXN46145889,Credit,Recurring,,1046,4,19:49:12,Completed
2022-11-27,Uber Ride,Transport,87.55,Credit,Ride fare,Uber,Credit Card,9498.11,USD,TXN17099506,Savings,Online,New Tinaview,1055,3,04:45:15,Pending
2020-07-27,Groceries at Target,Groceries,258.26,Credit,Grocery shopping,Target,Mobile Payment,1957.47,USD,TXN75301764,Checking,Online,,1087,2,23:36:44,Pending
2023-01-01,Groceries at Walmart,Groceries,561.77,Credit,Grocery shopping,Walmart,Credit Card,6662.94,USD,TXN87853881,Checking,Online,Lisaside,1013,4,14:02:29,Completed
2020-04-10,Amazon Purchase,Shopping,732.52,Debit,Online shopping,Amazon,Mobile Payment,3837.1,USD,TXN42835345,Checking,In-Store,South Christopherville,1007,3,21:28:34,Pending
2021-08-25,McDonald's Meal,Food & Dining,62.05,Debit,Lunch at McDonald's,McDonalds,Credit Card,3086.0,USD,TXN76053326,Checking,Online,West Donald,1077,2,01:41:39,Completed
2021-02-04,Amazon Purchase,Shopping,270.92,Credit,Online shopping,Amazon,Cash,5059.13,USD,TXN55896323,Checking,In-Store,Gonzalezstad,1022,4,11:16:35,Pending
2020-09-03,Uber Ride,Transport,599.66,Credit,Ride fare,Uber,Debit Card,2991.42,USD,TXN36644695,Savings,Online,West Corey,1031,2,13:30:16,Completed
2020-08-17,McDonald's Meal,Food & Dining,64.71,Credit,Lunch at McDonald's,McDonalds,Debit Card,9574.27,USD,TXN20751094,Checking,Recurring,North Megan,1022,1,17:49:53,Completed
2020-04-11,Spotify Subscription,Entertainment,480.84,Debit,Music streaming,Spotify,Credit Card,6443.53,USD,TXN64971875,Savings,One-Time,Port Gabriellafort,1016,3,23:02:38,Pending
2021-05-04,Uber Ride,Transport,875.4,Debit,Ride fare,Uber,Mobile Payment,979.08,USD,TXN96855040,Checking,Recurring,Changchester,1074,3,09:27:36,Completed
2020-05-18,McDonald's Meal,Food & Dining,23.90773756146402,Credit,Lunch at McDonald's,McDonalds,Bank Transfer,2531.74,USD,TXN97790805,Savings,One-Time,Cabreraville,1099,4,16:57:04,Completed
2022-09-25,Spotify Subscription,Entertainment,918.83,Debit,Music streaming,Spotify,Mobile Payment,6953.03,USD,TXN53302905,Credit,In-Store,Lake Emily,1054,4,08:25:44,Pending
2021-03-19,McDonald's Meal,Food & Dining,13.72277942888454,Credit,Lunch at McDonald's,McDonalds,Bank Transfer,2017.16,USD,TXN26255120,Checking,In-Store,Port Carrie,1085,4,03:51:46,Completed
2021-03-07,Groceries at Target,Groceries,834.38,Debit,Grocery shopping,Target,Bank Transfer,7270.71,USD,TXN97635537,Savings,In-Store,Changchester,1092,4,14:46:09,Completed
2021-09-05,Spotify Subscription,Entertainment,906.7,Debit,Music streaming,Spotify,Mobile Payment,7909.58,USD,TXN11798185,Savings,Online,East Sallybury,1047,2,17:05:44,Completed
2021-02-20,Amazon Purchase,Shopping,238.43,Debit,Online shopping,Amazon,Mobile Payment,4555.16,USD,TXN88524778,Savings,Recurring,Port Gabriellafort,1022,4,15:40:14,Completed
2022-02-23,Spotify Subscription,Entertainment,607.11,Debit,Music streaming,Spotify,Cash,5944.52,USD,TXN37180176,Savings,In-Store,West Chloefort,1021,3,07:29:15,Completed
2021-02-26,Groceries at Walmart,Groceries,939.63,Debit,Grocery shopping,Walmart,Bank Transfer,7515.77,USD,TXN65217788,Savings,One-Time,East Sallybury,1045,4,20:14:46,Completed
2021-03-02,Amazon Purchase,Shopping,630.44,Debit,Online shopping,Amazon,Mobile Payment,1795.82,USD,TXN34255419,Checking,In-Store,West Tammyfort,1001,4,08:31:21,Pending
2022-11-16,Netflix Subscription,Entertainment,423.17,Credit,Movie night,Netflix,Mobile Payment,7226.6,USD,TXN47453888,Checking,One-Time,Masseyshire,1091,1,12:03:08,Completed
2020-02-24,McDonald's Meal,Food & Dining,20.00242083915046,Debit,Lunch at McDonald's,McDonalds,Debit Card,8327.64,USD,TXN85738713,Checking,One-Time,Jonesberg,1020,4,04:05:07,Completed
2020-09-13,Groceries at Walmart,Groceries,972.89,Debit,Grocery shopping,Walmart,Debit Card,3625.27,USD,TXN67260688,Credit,Online,West Donald,1080,5,09:03:24,Completed
2020-05-15,Amazon Purchase,Shopping,10.722772250679531,Credit,Online shopping,Amazon,Bank Transfer,2691.91,USD,TXN73785984,Credit,Online,West Corey,1009,1,05:41:14,Completed
2020-12-25,Lyft Ride,Transport,964.12,Debit,Commute fare,Lyft,Cash,7491.03,USD,TXN61977276,Savings,One-Time,Lake Emily,1021,2,02:54:13,Completed
2021-02-11,McDonald's Meal,Food & Dining,12.638872813108756,Credit,Lunch at McDonald's,McDonalds,Credit Card,1698.88,USD,TXN80814957,Credit,Online,East Sallybury,1013,3,12:00:19,Completed
2022-04-13,Amazon Purchase,Shopping,782.61,Credit,Online shopping,Amazon,Debit Card,724.2,USD,TXN51811104,Savings,Recurring,West Corey,1020,4,12:01:56,Completed
2020-12-18,Uber Ride,Transport,98.0,Debit,Ride fare,Uber,Bank Transfer,9296.99,USD,TXN65057910,Credit,Recurring,Kellerstad,1002,4,05:45:26,Pending
2021-07-06,Lyft Ride,Transport,805.23,Debit,Commute fare,Lyft,Credit Card,4360.29,USD,TXN41075932,Credit,Recurring,Masseyhaven,1065,4,11:36:30,Completed
2022-12-20,Netflix Subscription,Entertainment,997.9,Debit,Movie night,Netflix,Bank Transfer,6241.81,USD,TXN70958786,Savings,One-Time,Masseyshire,1049,1,09:49:17,Pending
2022-01-04,Groceries at Target,Groceries,780.68,Credit,Grocery shopping,Target,Mobile Payment,8936.18,USD,TXN68950075,Savings,Recurring,Lake Brittany,1004,1,20:16:32,Pending
2021-03-10,Lyft Ride,Transport,829.8,Debit,Commute fare,Lyft,Bank Transfer,7722.89,USD,TXN83367030,Credit,In-Store,New Ronaldville,1079,3,23:14:46,Completed
2021-10-13,Groceries at Walmart,Groceries,265.41,Debit,Grocery shopping,Walmart,Cash,8745.41,USD,TXN25886275,Savings,Online,Changchester,1015,2,04:25:12,Completed
2021-02-24,Uber Ride,Transport,130.67,Credit,Ride fare,Uber,Credit Card,4917.77,USD,TXN34220274,Savings,One-Time,Aimeebury,1098,3,22:20:08,Pending
2021-05-11,Uber Ride,Transport,389.69,Debit,Ride fare,Uber,Bank Transfer,5452.78,USD,TXN19022264,Credit,One-Time,Bryanside,1053,5,06:27:10,Pending
2021-05-16,Amazon Purchase,Shopping,975.45,Credit,Online shopping,Amazon,Mobile Payment,4207.12,USD,TXN25858245,Savings,Recurring,Gonzalezstad,1033,2,00:58:21,Pending
2021-11-05,Netflix Subscription,Entertainment,131.93,Credit,Movie night,Netflix,Bank Transfer,1830.4,USD,TXN17539023,Credit,One-Time,South Christopherville,1045,4,02:34:35,Completed
2020-01-26,Groceries at Target,Groceries,603.86,Credit,Grocery shopping,Target,Bank Transfer,9154.49,USD,TXN52647803,Savings,Recurring,Ramoshaven,1084,2,21:03:36,Pending
2021-03-23,Lyft Ride,Transport,935.54,Debit,Commute fare,Lyft,Cash,1611.86,USD,TXN67966649,Savings,In-Store,New Tristanmouth,1086,2,07:01:48,Refunded
2022-12-15,Groceries at Walmart,Groceries,905.84,Credit,Grocery shopping,Walmart,Mobile Payment,487.9,USD,TXN93079077,Savings,Recurring,Hullport,1072,4,19:23:02,Completed
2020-01-20,Uber Ride,Transport,55.54,Debit,Ride fare,Uber,Credit Card,464.11,USD,TXN85029342,Checking,Recurring,,1088,2,04:07:27,Completed
2021-01-08,Amazon Purchase,Shopping,829.65,Credit,Online shopping,Amazon,Mobile Payment,5377.88,USD,TXN60977185,Checking,Online,,1078,2,15:21:14,Pending
2022-09-20,Lyft Ride,Transport,214.9,Credit,Commute fare,Lyft,Mobile Payment,8297.08,USD,TXN78077981,Savings,Online,Changchester,1062,1,06:43:55,Completed
2021-09-14,Lyft Ride,Transport,10.722772250679531,Credit,Commute fare,Lyft,Cash,7121.07,USD,TXN17461033,Checking,In-Store,Lauramouth,1020,2,08:49:54,Completed
2022-12-12,Spotify Subscription,Entertainment,244.65,Credit,Music streaming,Spotify,Cash,228.93,USD,TXN35895825,Credit,Online,Lake Josephbury,1080,4,06:41:48,Completed
2020-03-10,Uber Ride,Transport,657.91,Debit,Ride fare,Uber,Bank Transfer,2699.41,USD,TXN72230183,Savings,Recurring,West Ryanborough,1035,5,10:47:37,Completed
2021-10-11,Groceries at Walmart,Groceries,651.85,Credit,Grocery shopping,Walmart,Credit Card,3114.78,USD,TXN77686091,Credit,Recurring,West Chloefort,1022,3,12:08:11,Completed
2022-07-08,Lyft Ride,Transport,974.05,Debit,Commute fare,Lyft,Mobile Payment,2831.17,USD,TXN68523421,Checking,One-Time,South Jasonton,1080,4,12:40:15,Completed
2021-01-23,Amazon Purchase,Shopping,148.77,Credit,Online shopping,Amazon,Mobile Payment,1782.94,USD,TXN98286864,Checking,In-Store,West Corey,1027,3,00:21:30,Completed
2021-01-09,Netflix Subscription,Entertainment,920.58,Credit,Movie night,Netflix,Cash,2807.53,USD,TXN38172936,Credit,Recurring,Chadland,1059,1,02:37:16,Pending
2022-09-08,Groceries at Walmart,Groceries,568.28,Debit,Grocery shopping,Walmart,Debit Card,7462.52,USD,TXN55432854,Checking,Online,West Chloefort,1047,1,00:18:26,Completed
2022-06-09,Lyft Ride,Transport,951.53,Credit,Commute fare,Lyft,Cash,5315.6,USD,TXN72009245,Credit,One-Time,Rileymouth,1098,3,00:35:02,Completed
2021-12-03,Groceries at Walmart,Groceries,38.75,Debit,Grocery shopping,Walmart,Bank Transfer,347.59,USD,TXN97083366,Checking,In-Store,North Davidborough,1064,5,07:59:34,Completed
2020-04-08,Groceries at Target,Groceries,19.54,Debit,Grocery shopping,Target,Mobile Payment,3436.98,USD,TXN72147011,Checking,Recurring,New Tristanmouth,1044,4,02:28:47,Pending
2020-12-19,Groceries at Target,Groceries,622.4,Credit,Grocery shopping,Target,Credit Card,5333.83,USD,TXN12023584,Checking,Online,Rileymouth,1044,3,00:29:57,Completed
2021-02-05,Groceries at Walmart,Groceries,10.722772250679531,Debit,Grocery shopping,Walmart,Bank Transfer,7961.49,USD,TXN43116518,Checking,In-Store,New Tinaview,1095,4,18:40:19,Completed
2022-02-01,Uber ride,Transport,756.3,Debit,Course enrollment,,Debit Card,4284.16,USD,TXN16417264,Credit,Recurring,Lake Josephbury,1051,4,23:55:55,Completed
2022-12-30,Uber Ride,Transport,34.04,Debit,Ride fare,Uber,Bank Transfer,6675.74,USD,TXN99407117,Savings,Recurring,Hullport,1060,3,03:31:14,Completed
2021-06-03,Groceries at Target,Groceries,849.69,Credit,Grocery shopping,Target,Bank Transfer,3382.24,USD,TXN55923923,Savings,In-Store,Jasmineside,1095,5,14:19:21,Completed
2020-03-20,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Debit Card,3373.01,USD,TXN46479488,Credit,One-Time,Hullport,1046,2,04:25:19,Completed
2020-01-11,Netflix Subscription,Entertainment,955.35,Debit,Movie night,Netflix,Mobile Payment,875.09,USD,TXN28453597,Savings,One-Time,New Tannerville,1094,2,22:20:36,Completed
2021-11-10,Uber Ride,Transport,249.17,Debit,Ride fare,Uber,Cash,2682.54,USD,TXN33876476,Credit,Recurring,Port Tammy,1099,1,04:02:02,Completed
2021-01-26,Groceries at Walmart,Groceries,10.722772250679531,Credit,Grocery shopping,Walmart,Bank Transfer,836.81,USD,TXN99730809,Credit,Recurring,Lake Mark,1096,3,09:01:50,Completed
2020-05-27,Lyft Ride,Transport,714.42,Debit,Commute fare,Lyft,Credit Card,4766.86,USD,TXN77585526,Checking,One-Time,Changchester,1028,3,19:31:23,Completed
2022-06-26,Lyft Ride,Transport,774.86,Debit,Commute fare,Lyft,Credit Card,6224.32,USD,TXN45592897,Savings,One-Time,Port Carrie,1055,1,22:57:56,Completed
2021-06-06,Spotify Subscription,Entertainment,596.32,Credit,Music streaming,Spotify,Mobile Payment,4985.5,USD,TXN53264281,Savings,Online,North Megan,1012,3,08:48:44,Pending
2020-11-25,McDonald's Meal,Food & Dining,9.376962309388883,Debit,Lunch at McDonald's,McDonalds,Bank Transfer,727.75,USD,TXN36109894,Credit,One-Time,Masseyshire,1048,1,11:34:13,Pending
2022-01-27,Amazon Purchase,Shopping,259.16,Credit,Online shopping,Amazon,Credit Card,2013.3,USD,TXN80821368,Credit,One-Time,West Ryanborough,1086,4,02:05:51,Pending
2021-12-07,Lyft Ride,Transport,753.62,Credit,Commute fare,Lyft,Cash,9098.66,USD,TXN92106742,Savings,One-Time,West Corey,1010,1,20:28:52,Completed
2021-06-01,Groceries at Walmart,Groceries,896.3,Debit,Grocery shopping,Walmart,Debit Card,3066.3,USD,TXN10084471,Checking,Recurring,Port Tammy,1011,5,23:43:07,Refunded
2021-05-15,Uber Ride,Transport,763.84,Credit,Ride fare,Uber,Cash,7929.79,USD,TXN60575433,Checking,In-Store,East Lori,1087,3,02:29:39,Completed
2021-11-02,McDonald's Meal,Food & Dining,15.691224858120606,Debit,Lunch at McDonald's,McDonalds,Cash,2652.19,USD,TXN18871515,Credit,Online,Cabreraville,1003,4,01:32:53,Completed
2022-01-12,McDonald's Meal,Food & Dining,13.30172588150283,Debit,Lunch at McDonald's,McDonalds,Credit Card,2876.57,USD,TXN50661540,Credit,Online,Lake Mark,1058,2,04:25:15,Completed
2020-01-13,Groceries at Walmart,Groceries,375.82,Debit,Grocery shopping,Walmart,Bank Transfer,5525.14,USD,TXN36227245,Checking,In-Store,,1071,2,22:19:01,Pending
2022-06-21,McDonald's Meal,Food & Dining,10.9838017487815,Credit,Lunch at McDonald's,McDonalds,Credit Card,305.59,USD,TXN32883863,Savings,Online,North Megan,1012,1,19:29:10,Completed
2020-12-15,Uber Ride,Transport,132.31,Debit,Ride fare,Uber,Bank Transfer,1545.28,USD,TXN99969737,Credit,One-Time,Masseyhaven,1041,3,11:50:31,Completed
2021-08-22,Lyft Ride,Transport,135.32,Credit,Commute fare,Lyft,Cash,369.38,USD,TXN30529918,Credit,Online,Seanfurt,1058,5,06:46:08,Completed
2020-11-05,Groceries at Walmart,Groceries,605.18,Credit,Grocery shopping,Walmart,Credit Card,2853.93,USD,TXN81095296,Savings,One-Time,New Tannerville,1044,1,16:27:19,Completed
2022-06-05,Groceries at Target,Groceries,305.43,Debit,Grocery shopping,Target,Mobile Payment,3067.37,USD,TXN68823326,Credit,One-Time,Ramoshaven,1049,1,19:01:33,
2022-01-09,McDonald's Meal,Food & Dining,24.78961064809469,Credit,Lunch at McDonald's,McDonalds,Mobile Payment,568.1,USD,TXN68641674,Checking,In-Store,Port Tammy,1017,5,17:58:11,Completed
2022-03-02,Uber Ride,Transport,527.71,Credit,Ride fare,Uber,Credit Card,3092.55,USD,TXN17166820,Savings,Online,Chadland,1045,5,03:06:02,Completed
2020-07-20,Groceries at Target,Groceries,215.6,Debit,Grocery shopping,Target,Mobile Payment,8672.18,USD,TXN69843836,Credit,In-Store,Port Tammy,1008,5,15:42:56,Pending
2020-10-08,McDonald's Meal,Food & Dining,65.54,Credit,Lunch at McDonald's,McDonalds,Credit Card,6346.02,USD,TXN24892961,Checking,One-Time,West Donald,1064,2,00:04:09,Completed
2020-03-26,Uber Ride,Transport,516.91,Debit,Ride fare,Uber,Debit Card,5300.52,USD,TXN92203376,Credit,Recurring,New Andrewburgh,1099,4,04:00:56,Completed
2021-02-22,Lyft Ride,Transport,788.98,Credit,Commute fare,Lyft,Credit Card,3504.17,USD,TXN67900643,Savings,Online,Port Heidi,1045,1,01:41:37,Refunded
2022-06-16,Spotify Subscription,Entertainment,10.722772250679531,Credit,Music streaming,Spotify,,3953.36,USD,TXN75552899,Credit,In-Store,Rileymouth,1026,1,17:32:34,Completed
2020-10-05,Netflix Subscription,Entertainment,10.722772250679531,Credit,Movie night,Netflix,Credit Card,361.56,USD,TXN47226129,Savings,In-Store,North Davidborough,1060,1,12:03:12,Completed
2021-01-08,Uber Ride,Transport,10.722772250679531,Debit,Ride fare,Uber,Cash,2659.72,USD,TXN38963808,Credit,Recurring,Port Carrie,1004,1,03:54:38,Pending
2020-12-27,McDonald's Meal,Food & Dining,24.62316799567808,Credit,Lunch at McDonald's,McDonalds,Bank Transfer,9507.47,USD,TXN48267561,Checking,Recurring,New Andrewburgh,1015,5,06:09:54,Completed
2022-02-20,Uber Ride,Transport,802.91,Credit,Ride fare,Uber,Credit Card,6794.01,USD,TXN96279974,Checking,In-Store,Port Carrie,1097,3,15:14:21,Completed
2020-11-08,Lyft Ride,Transport,349.88,Credit,Commute fare,Lyft,Bank Transfer,8015.75,USD,TXN20608694,Savings,In-Store,Aimeebury,1052,5,18:44:19,Completed
2021-09-26,Uber Ride,Transport,621.07,Debit,Ride fare,Uber,Cash,8346.37,USD,TXN63224689,Checking,Online,West Ryanborough,1063,3,18:54:17,Completed
2022-06-13,Netflix Subscription,Entertainment,322.22,Debit,Movie night,Netflix,Bank Transfer,5614.11,USD,TXN15445243,Checking,In-Store,New Ronaldville,1095,3,10:45:16,Completed
2020-02-21,Groceries at Walmart,Groceries,123.27,Debit,Grocery shopping,Walmart,Cash,3273.38,USD,TXN38502963,Credit,Online,East Lori,1071,5,10:36:00,Completed
2022-03-17,Netflix Subscription,Entertainment,976.9,Credit,Movie night,Netflix,Credit Card,4861.63,USD,TXN74401373,Credit,Recurring,Bryanside,1012,1,17:43:31,Completed
2021-02-15,Netflix Subscription,Entertainment,872.62,Debit,Movie night,Netflix,Credit Card,1696.38,USD,TXN28583422,Savings,Online,West Ryanborough,1058,1,01:54:42,Completed
2021-07-03,Groceries at Target,Groceries,10.722772250679531,Credit,Grocery shopping,Target,Debit Card,9185.97,USD,TXN29462713,Savings,In-Store,North Jenniferfurt,1052,4,05:18:12,Refunded
2021-05-12,Groceries at Walmart,Groceries,793.3,Debit,Grocery shopping,Walmart,Cash,4137.37,USD,TXN57272529,Checking,One-Time,Rodriguezside,1073,2,21:41:42,Completed
2022-02-17,Netflix Subscription,Entertainment,10.722772250679531,Debit,Movie night,Netflix,Debit Card,7061.68,USD,TXN60981855,Savings,Recurring,Rileymouth,1021,3,11:05:45,Completed
2021-06-22,Amazon Purchase,Shopping,960.77,Credit,Online shopping,Amazon,Mobile Payment,7690.99,USD,TXN41974771,Credit,One-Time,East Lori,1009,4,10:42:45,Completed
2021-05-18,Lyft Ride,Transport,254.26,Credit,Commute fare,Lyft,Credit Card,3683.14,USD,TXN43450437,Checking,Online,South Christopherville,1086,3,13:13:01,Completed
2021-09-24,Lyft Ride,Transport,599.27,Credit,Commute fare,Lyft,Credit Card,7747.99,USD,TXN54703718,Checking,Recurring,South Jasonton,1026,5,12:49:07,Completed
2020-01-27,Amazon Purchase,Shopping,954.15,Credit,Online shopping,Amazon,,5994.35,USD,TXN82407304,Checking,Online,Lake Mark,1000,1,14:06:06,Completed
2022-07-29,Uber Ride,Transport,720.72,Debit,Ride fare,Uber,Credit Card,5850.97,USD,TXN76783653,Credit,Recurring,New Tannerville,1061,1,11:18:58,Completed
2020-09-02,Groceries at Target,Groceries,239.94,Debit,Grocery shopping,Target,Cash,7867.78,USD,TXN99662873,Credit,One-Time,Aimeebury,1043,2,02:16:46,Completed
2020-10-18,Groceries at Walmart,Groceries,955.89,Debit,Grocery shopping,Walmart,Bank Transfer,199.76,USD,TXN20856573,Credit,Online,Ramoshaven,1052,3,13:13:34,Pending
2020-06-29,Spotify Subscription,Entertainment,411.18,Debit,Music streaming,Spotify,Cash,5399.9,USD,TXN82928682,Credit,Online,West Tammyfort,1002,5,00:30:58,Completed
2021-10-16,Spotify Subscription,Entertainment,888.92,Credit,Music streaming,Spotify,Credit Card,8744.2,USD,TXN71414034,Credit,Online,Lake Emily,1048,2,01:16:03,Completed
